ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
48,Texas,TX,48381,Randall,48381,"Randall County, Texas",912.7100997,136005,0,55057,141,50092,527,22349,2167,2630,481,11558,896,6293,746,12962,1230,20455,164,32671,0,14743,948,3351,497,1440,396,40367,958,6002,568,3401,442,1116,285,1506,387,2474,352,16.8,1.6,3.6,0.6,23.1,1.8,7,0.8,9.6,0.9,15,0.1,24,0,10.9,0.7,6.7,1,1.1,0.3,29.7,0.7,10.9,1,6.2,0.8,2.2,0.6,3,0.8,1.8,0.3,0.1067,0.2451,0.6877,0.0356,0.0395,1.1146,0.0593,0.336,0.5375,0.1462,0.5099,0.1146,1.6442,0.0593,0.3004,0.3004,0.3004,0.9051,0.1067,0.1976,0.2016,0.5257,1.9367,0.2174,4.9959,0.0711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,105504,11682,1957,3580,365,30436,0,2410,181,500,120,256,127,3137,849,48,48,8.7,0,2.6,0.3,22.4,0,1.8,0.1,0.4,0.1,0.2,0.1,2.3,0.6,0,0.1
48,Texas,TX,48383,Reagan,48383,"Reagan County, Texas",1175.313453,3766,0,1331,88,1117,103,806,298,115,70,167,70,386,108,823,243,369,80,1140,91,222,77,36,30,174,90,2741,176,0,19,339,85,48,48,20,23,34,16,21.6,8,6.3,3.7,15,6.1,17.4,4.8,22.1,6.5,9.8,2.1,30.3,2.4,5.9,2.1,3.2,2.7,5.2,2.7,72.8,4.7,0,1.4,25.5,6.7,4.3,4.3,1.8,2.1,0.9,0.4,0.3241,0.7194,0.1186,0.5257,0.8458,2.5336,0.5296,0.0158,0.917,0.004,0.0751,0.7036,1.7155,0.0751,0.8933,0.8933,0.8933,0,0.9012,0.6166,0.0632,0.2134,1.7944,0.166,6.9368,0.3123,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,4098,741,259,41,43,2633,160,41,41,0,14,0,14,26,39,0,0,19.9,0.1,1.1,1.2,69.9,4.2,1.1,1.1,0,1.2,0,1.2,0.7,1,0,1.2
48,Texas,TX,48385,Real,48385,"Real County, Texas",699.1584742,3429,0,2671,160,1254,159,1167,257,13,15,249,93,292,122,756,235,1019,193,774,180,916,190,44,29,64,75,871,239,6,18,732,145,40,39,70,62,116,69,36.6,7.8,1,1.1,19.9,7,12.1,4.9,22.7,7,29.7,5.6,22.6,5.2,27.5,5.7,3.5,2.3,2,2.3,25.4,7,0.2,0.7,27.4,4.9,3.2,3.1,5.6,4.9,3.4,2,0.8972,0.0395,0.4269,0.2213,0.8617,2.4466,0.4664,0.9644,0.3518,0.9881,0.0988,0.2885,2.6916,0.6877,0.1897,0.1897,0.1897,0.1067,0.9447,0.3953,0.5929,0.7036,2.7432,0.6206,8.0711,0.5336,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,0,0,1,3,2923,954,245,40,51,827,233,2,4,0,14,0,14,2,4,0,0,28.8,0.6,1.2,1.5,24.1,6.8,0.1,0.1,0,1.3,0,1.3,0.1,0.1,0,1.3
48,Texas,TX,48387,Red River,48387,"Red River County, Texas",1043.895192,12115,0,6956,33,5143,210,3761,519,265,119,1262,271,991,230,1735,321,3066,58,2408,10,2078,299,186,84,22,86,3224,145,312,171,1096,196,79,70,321,129,193,40,31.6,4.4,5.1,2.3,24.5,5.2,11,2.5,14.6,2.7,25.3,0.5,19.9,0.1,17.4,2.5,3.6,1.6,0.2,0.8,26.6,1.2,4.5,2.5,15.8,2.8,1.5,1.4,6.2,2.5,1.6,0.3,0.7905,0.5415,0.7826,0.1542,0.2727,2.5415,0.5375,0.8854,0.1186,0.6403,0.1186,0.0277,1.7906,0.0909,0.2292,0.2292,0.2292,0.7431,0.5731,0.0988,0.6838,0.4941,2.5929,0.5375,7.1542,0.3636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9954,2396,377,1942,94,893,0,11,19,123,54,0,22,236,89,19,19,20.1,0.1,16,0.8,7.4,0,0.1,0.2,1,0.4,0,0.4,1.9,0.7,0.2,0.2
48,Texas,TX,48389,Reeves,48389,"Reeves County, Texas",2635.352451,15546,0,4652,126,3772,215,4098,792,777,362,682,205,3168,484,2996,680,1827,0,3476,0,1600,377,314,131,1872,407,11917,267,35,40,699,207,162,99,256,106,1515,456,29.2,5.6,11.1,5,18.1,5.3,30.6,4.3,21.3,4.7,11.8,0,22.4,0,11.4,2.7,8.3,3.4,12.7,2.8,76.7,1.7,0.8,0.9,15,4.4,4.3,2.6,6.8,2.7,9.7,2.9,0.6798,0.9842,0.2846,0.913,0.8063,3.6679,0.8972,0.1107,0.3281,0.17,0.7352,0.9368,2.2808,0.3913,0.913,0.913,0.913,0.2411,0.5099,0.6166,0.8063,0.8893,3.0632,0.8182,9.9249,0.8458,0,1,0,1,0,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,4,14949,4233,808,71,41,11625,0,182,261,0,22,14,16,24,29,1,1,30.2,1,0.5,0.3,74.8,0,1.2,1.7,0,0.3,0.1,0.1,0.2,0.2,0,0.1
48,Texas,TX,48391,Refugio,48391,"Refugio County, Texas",770.4841306,7015,0,3725,24,2566,153,1731,335,193,54,596,129,842,146,974,222,1539,47,1629,0,1417,207,240,96,93,82,4119,146,10,23,353,83,61,36,235,86,159,57,25.3,4.9,6.3,1.7,23.2,4.8,17.4,3.1,14.2,3.2,21.9,0.7,23.2,0,20.7,3,9.4,3.7,1.4,1.3,58.7,2.1,0.3,0.6,9.5,2.2,2.4,1.4,9.2,3.2,2.3,0.8,0.4625,0.7194,0.6917,0.5257,0.2451,2.6444,0.585,0.751,0.4111,0.8696,0.8458,0.1621,3.0396,0.8221,0.7589,0.7589,0.7589,0.1383,0.2688,0.2372,0.9328,0.6126,2.1897,0.3123,8.6326,0.6561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6289,1431,264,388,100,3563,0,13,17,10,16,0,20,145,101,0,0,20.9,0.2,5.5,1.4,50.8,0,0.2,0.2,0.1,0.2,0,0.6,2.1,1.4,0,0.6
48,Texas,TX,48393,Roberts,48393,"Roberts County, Texas",924.0573151,784,144,445,60,329,64,115,49,5,8,25,16,41,26,79,32,195,74,184,51,104,54,5,16,0,56,118,55,0,19,64,28,7,17,27,23,0,14,14.9,5.7,1.3,2.1,7.6,4.6,7.3,4.3,10.1,3.5,24.9,7.2,23.5,4.9,13.3,6,1.5,4.9,0,7.3,15.1,6.4,0,4.3,14.4,6,2.1,5.2,8.2,6.6,0,1.8,0.0672,0.0593,0.0198,0.0474,0.0632,0.2569,0.0119,0.8656,0.4585,0.2885,0.0237,0,1.6363,0.0553,0.0514,0.0514,0.0514,0,0.4901,0.1779,0.8972,0,1.5652,0.1186,3.5098,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,133,198,0,14,93,39,0,14,0,14,0,14,25,24,0,0,17,3.1,0,5.6,11.9,5.1,0,5.6,0,5.6,0,5.6,3.2,2.9,0,5.6
48,Texas,TX,48395,Robertson,48395,"Robertson County, Texas",855.1542826,17094,0,8947,32,6749,241,4363,605,714,227,1224,232,1787,350,2358,468,3287,121,4053,5,2670,299,531,150,280,175,7379,160,54,46,1613,222,255,128,599,217,189,63,25.8,3.6,9.1,2.8,18.1,3.4,15.3,3,13.9,2.8,19.2,0.7,23.7,0,15.8,1.8,7.9,2.2,1.8,1.1,43.2,0.9,0.6,0.5,18,2.5,3.8,1.9,8.9,3.1,1.1,0.4,0.4941,0.9289,0.2846,0.4229,0.2213,2.3518,0.419,0.6206,0.4704,0.4862,0.6877,0.2292,2.4941,0.5652,0.5375,0.5375,0.5375,0.2055,0.7115,0.5336,0.9249,0.3123,2.6878,0.5889,8.0712,0.5375,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,14048,3381,578,3387,107,3617,0,84,80,24,26,18,28,233,79,16,16,20,0.1,19.8,0.6,21.2,0,0.5,0.5,0.1,0.2,0.1,0.2,1.4,0.5,0.1,0.1
48,Texas,TX,48397,Rockwall,48397,"Rockwall County, Texas",127.205668,101175,0,35670,115,34457,363,7857,1404,1984,379,5974,630,4593,574,9334,1279,12293,222,27310,0,7830,809,2017,349,1610,388,30589,719,1799,400,1243,266,721,238,605,170,626,194,7.8,1.4,3.7,0.7,17.3,1.8,7,0.9,9.3,1.3,12.2,0.2,27,0,7.8,0.8,5.9,1,1.7,0.4,30.2,0.7,5,1.1,3.5,0.7,2.1,0.7,1.8,0.5,0.6,0.2,0.004,0.253,0.2451,0.0356,0.0277,0.5654,0.0198,0.1423,0.7866,0.0198,0.3953,0.1976,1.5416,0.0277,0.3083,0.3083,0.3083,0.7747,0.0474,0.1779,0.0632,0.1067,1.1699,0.0474,3.5852,0.0079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91809,3389,849,6720,375,18295,0,2826,305,188,117,49,53,2263,461,248,248,3.4,0.8,6.6,0.4,18.1,0,2.8,0.3,0.2,0.1,0,0.1,2.2,0.5,0.2,0.2
48,Texas,TX,48399,Runnels,48399,"Runnels County, Texas",1051.069769,10280,0,5245,26,3891,167,2525,283,127,64,823,149,1331,154,1314,208,2131,48,2459,65,1853,225,188,71,160,100,3993,94,19,32,358,113,63,43,121,54,205,53,25.3,2.8,2.8,1.4,21.2,3.7,18.9,2.2,13,2.1,20.7,0.5,23.9,0.6,18.4,2.2,4.8,1.8,1.6,1,38.8,0.9,0.4,0.6,6.8,2.1,1.6,1.1,3.1,1.4,2,0.5,0.4625,0.1265,0.5573,0.6245,0.1542,1.925,0.2806,0.7075,0.5178,0.7352,0.2609,0.1937,2.4151,0.502,0.4506,0.4506,0.4506,0.1542,0.1423,0.1146,0.2213,0.5692,1.2016,0.0593,5.9923,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8863,2057,376,251,64,3542,0,7,14,0,22,0,22,187,59,6,6,20.4,0.1,2.4,0.6,34.5,0,0.1,0.1,0,0.4,0,0.4,1.8,0.6,0.1,0.1
48,Texas,TX,48401,Rusk,48401,"Rusk County, Texas",924.1981562,53988,0,21723,210,18056,486,10999,1157,1733,316,3250,439,6457,558,8236,999,9027,176,12017,31,7542,541,1206,203,1686,390,19848,474,277,114,4158,422,582,172,712,202,4812,569,22.5,2.3,7.3,1.3,18,2.4,17.4,1.5,16.7,2,16.7,0.3,22.3,0.1,15.3,1.1,6.7,1.1,3.3,0.8,36.8,0.9,1.3,0.5,19.1,1.9,3.2,0.9,3.9,1.1,8.9,1.1,0.3478,0.8182,0.2767,0.5257,0.4625,2.4309,0.4545,0.4545,0.3083,0.4387,0.5099,0.5059,2.2173,0.3518,0.4032,0.4032,0.4032,0.3478,0.751,0.3953,0.336,0.8696,2.6997,0.5929,7.7511,0.4783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49247,14863,1791,8807,323,9224,0,293,71,68,34,29,40,1400,333,27,27,30.2,0.4,16.3,0.6,17.1,0,0.5,0.1,0.1,0.1,0.1,0.1,2.6,0.6,0.1,0.1
48,Texas,TX,48403,Sabine,48403,"Sabine County, Texas",491.7099376,10470,0,8372,66,4524,301,3373,393,340,96,1024,222,1137,214,1238,246,3203,93,1934,13,2874,284,202,80,2,85,1593,229,3,22,3324,314,21,24,208,81,98,99,32.7,3.8,9.3,2.5,22.6,4.7,14.3,2.7,11.9,2.4,30.6,0.9,18.5,0.1,27.7,2.7,4.5,1.7,0,0.9,15.2,2.2,0,0.3,39.7,3.8,0.5,0.5,4.6,1.7,0.9,0.9,0.8182,0.9368,0.6482,0.3478,0.1225,2.8735,0.6719,0.9763,0.0632,0.9921,0.2253,0,2.2569,0.3715,0.0553,0.0553,0.0553,0,0.996,0.0316,0.4387,0.2134,1.6797,0.1344,6.8654,0.2727,0,1,0,0,0,1,1,0,1,0,0,2,0,0,0,1,0,0,0,1,4,10642,1924,404,574,136,490,0,19,22,15,22,28,25,275,84,192,192,18.5,0.2,5.5,1.3,4.7,0,0.2,0.2,0.1,0.2,0.3,0.2,2.6,0.8,1.8,1.5
48,Texas,TX,48405,San Augustine,48405,"San Augustine County, Texas",530.658729,8260,0,5471,45,3712,240,2895,441,371,162,740,195,1109,181,1218,272,2216,73,1625,0,2253,336,183,76,170,102,2542,123,79,48,1579,248,71,64,316,128,238,93,36.2,5.5,11.1,4.6,19.9,5.1,18,3,15.2,3.4,26.8,0.9,19.7,0,28,4.2,4.9,2,2.2,1.3,30.8,1.5,1.4,0.9,28.9,4.6,1.9,1.7,8.5,3.3,2.9,1.1,0.8814,0.9842,0.4269,0.5652,0.332,3.1897,0.7628,0.9209,0.1107,0.996,0.2767,0.3241,2.6284,0.6561,0.3162,0.3162,0.3162,0.3913,0.9605,0.1542,0.913,0.6522,3.0712,0.8221,9.2055,0.7391,0,1,0,0,0,1,1,0,1,0,0,2,0,0,0,1,0,1,0,2,5,7022,1618,314,1812,84,609,0,0,20,48,48,0,20,73,68,0,0,20.2,0.2,21.9,1,7.4,0,0,0.5,0.6,0.6,0,0.5,0.9,0.8,0,0.5
48,Texas,TX,48407,San Jacinto,48407,"San Jacinto County, Texas",569.2426377,28574,0,14274,37,10143,451,7896,1172,850,265,2364,501,2990,427,5304,612,6220,185,6196,59,5664,663,304,123,561,223,7333,281,29,18,3371,460,436,164,272,139,134,89,27.8,4.1,7.3,2.3,23.3,4.8,14.5,2.1,18.6,2.1,21.8,0.6,21.7,0.2,19.9,2.3,3,1.2,2.1,0.8,25.7,1,0.2,0.1,23.6,3.2,4.3,1.6,2.7,1.4,0.5,0.3,0.5968,0.8182,0.7075,0.3676,0.6403,3.1304,0.7391,0.7431,0.2648,0.8261,0.0711,0.3043,2.2094,0.336,0.2095,0.2095,0.2095,0.1067,0.8498,0.6166,0.1542,0.083,1.8103,0.1739,7.3596,0.3913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19457,5149,1211,2634,185,3859,0,42,84,125,83,12,19,661,173,0,0,18.1,0.1,9.2,0.6,13.5,0,0.1,0.3,0.4,0.3,0,0.1,2.3,0.6,0,0.2
48,Texas,TX,48409,San Patricio,48409,"San Patricio County, Texas",693.4356943,66969,0,28652,84,23422,529,18692,1420,1485,278,5556,587,8004,653,10860,947,9948,95,18001,40,11689,763,2245,395,1870,415,41619,255,895,248,2683,374,1443,355,1474,297,780,141,28.3,2.2,5,0.9,23.7,2.4,18.6,1.5,16.4,1.4,14.9,0.1,26.9,0.1,17.7,1.1,9.6,1.7,3,0.7,62.1,0.4,3.1,0.9,9.4,1.3,6.2,1.5,6.3,1.3,1.2,0.2,0.6324,0.5178,0.7194,0.5929,0.4348,2.8973,0.6877,0.3281,0.7787,0.668,0.8577,0.4625,3.095,0.8419,0.8024,0.8024,0.8024,0.6443,0.2451,0.8617,0.7036,0.3478,2.8025,0.668,9.5972,0.7905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59089,14048,1212,988,125,38941,0,573,94,65,65,50,54,936,171,66,66,21.2,0,1.5,0.2,58.1,0,0.9,0.1,0.1,0.1,0.1,0.1,1.4,0.3,0.1,0.1
48,Texas,TX,48411,San Saba,48411,"San Saba County, Texas",1135.312531,6004,0,3198,87,2134,184,1589,226,55,38,530,130,806,162,1308,252,1407,71,1189,34,982,143,56,38,257,153,2173,94,0,28,381,85,74,76,94,43,680,213,29.7,4.1,2.2,1.5,24.8,5.7,19.2,3.7,24.5,4.4,23.4,1.2,19.8,0.6,18.4,2.7,2.6,1.8,4.5,2.7,36.2,1.6,0,0.9,11.9,2.7,3.5,3.5,4.4,1.9,11.3,3.5,0.6996,0.0909,0.7945,0.6522,0.9091,3.1463,0.7431,0.8221,0.1146,0.7352,0.0514,0.6482,2.3715,0.4704,0.3874,0.3874,0.3874,0,0.4032,0.4625,0.415,0.9012,2.1819,0.3083,8.0871,0.5455,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5184,862,368,90,62,1829,0,7,14,0,20,0,20,247,61,0,0,16.2,0.7,1.5,1,30.5,0,0.1,0.2,0,0.7,0,0.7,4.1,1,0,0.7
48,Texas,TX,48413,Schleicher,48413,"Schleicher County, Texas",1310.641026,2898,0,1505,11,1036,84,743,210,205,125,225,79,399,95,735,241,679,80,745,0,259,98,7,18,139,89,1641,68,18,27,235,82,24,29,18,16,0,14,25.6,7.2,16.4,9.4,21.7,7.4,20.8,4.5,25.6,8.4,23.4,2.8,25.7,0,9,3.4,0.7,1.7,5.3,3.4,56.6,2.3,1.2,1.8,15.6,5.4,2.3,2.8,1.7,1.5,0,0.5,0.4822,1,0.5889,0.7115,0.9328,3.7154,0.913,0.8221,0.6798,0.0435,0.0158,0.7233,2.2845,0.3953,0.7312,0.7312,0.7312,0.3281,0.5652,0.2134,0.0514,0,1.1581,0.0435,7.8892,0.5138,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2113,980,248,45,37,1549,0,0,14,0,14,25,46,22,25,0,0,33.8,0.2,1.6,1.3,53.5,0,0,1.5,0,1.5,0.9,1.6,0.8,0.9,0,1.5
48,Texas,TX,48415,Scurry,48415,"Scurry County, Texas",905.4441222,16918,0,7205,92,6115,248,4035,698,242,128,1227,306,2218,316,3026,538,2551,93,4185,117,2321,361,309,132,327,197,8204,289,96,70,553,150,320,152,325,183,1935,206,27.1,4.7,3.5,1.8,20.1,4.9,19.8,2.9,19.7,3.5,15.1,0.6,24.7,0.7,15.1,2.3,5.1,2.1,2.1,1.2,48.5,1.7,1.3,1,7.7,2.1,5.2,2.5,5.3,2.9,11.4,1.2,0.5534,0.2292,0.4506,0.6719,0.7273,2.6324,0.5692,0.3439,0.5929,0.4032,0.3043,0.3043,1.9486,0.1621,0.6403,0.6403,0.6403,0.3478,0.1779,0.7668,0.5415,0.9051,2.7391,0.6126,7.9604,0.5217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,17392,2820,713,659,164,6948,0,139,132,4,6,0,22,341,162,113,113,18.8,0.3,3.9,1,41.1,0,0.8,0.8,0,0.1,0,0.3,2,1,0.7,0.7
48,Texas,TX,48417,Shackelford,48417,"Shackelford County, Texas",914.2853869,3291,0,1775,12,1367,97,605,154,137,79,278,87,270,78,493,115,648,17,769,17,644,120,126,65,52,77,489,38,18,22,276,83,38,27,76,42,30,18,18.5,4.7,8.5,4.8,20.3,6.2,12,3.4,15.1,3.5,19.7,0.5,23.4,0.5,19.7,3.7,9.2,4.7,1.7,2.5,14.9,1.2,1,1.2,15.5,4.7,2.8,2,5.6,3,0.9,0.5,0.1502,0.9051,0.4664,0.2174,0.3202,2.0593,0.332,0.6522,0.4387,0.8182,0.83,0.1976,2.9367,0.7984,0.0395,0.0395,0.0395,0.2885,0.5613,0.3123,0.5929,0.2134,1.9684,0.2332,7.0039,0.3281,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2771,424,124,7,14,385,0,14,17,3,7,0,14,80,23,0,0,13,0.1,0.2,0.4,11.7,0,0.4,0.5,0.1,0.2,0,1.4,2.4,0.7,0,1.4
48,Texas,TX,48419,Shelby,48419,"Shelby County, Texas",795.5888337,25263,0,12358,60,9486,373,8574,941,574,191,1944,331,3620,446,5437,762,4452,119,6608,15,4334,502,974,221,1393,322,9742,234,155,95,4082,350,662,169,703,232,192,99,34.3,3.8,5.6,1.9,20.5,3.4,22,2.7,21.7,3,17.6,0.5,26.2,0.1,17.3,2,10.3,2.3,5.9,1.4,38.6,0.9,1.3,0.8,33,2.8,7,1.8,7.4,2.4,0.8,0.4,0.8379,0.6087,0.4862,0.7708,0.8182,3.5218,0.8696,0.5257,0.7233,0.6245,0.8933,0.7747,3.5415,0.9565,0.4427,0.4427,0.4427,0.3478,0.9842,0.8933,0.8498,0.1818,3.2569,0.8854,10.7629,0.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,23921,6112,930,4675,161,4655,0,113,123,14,31,0,26,258,106,27,27,24.4,0.1,18.5,0.6,18.4,0,0.4,0.5,0.1,0.1,0,0.2,1,0.4,0.1,0.1
48,Texas,TX,48421,Sherman,48421,"Sherman County, Texas",922.8593043,3046,0,1397,57,1070,74,535,167,32,40,161,64,521,104,522,130,475,72,703,163,451,97,40,32,248,103,1423,107,35,38,131,49,48,29,19,17,27,35,17.8,5.5,2.1,2.6,15,5.9,25.6,5.2,17.3,4.3,15.6,2.4,23.1,5.4,14.9,3.2,3.7,3,8.6,3.6,46.7,3.5,2.5,2.7,9.4,3.5,4.5,2.7,1.8,1.5,0.9,1.1,0.1265,0.087,0.1186,0.8617,0.5257,1.7195,0.2095,0.3874,0.3953,0.3874,0.1265,0.8656,2.1622,0.2885,0.6206,0.6206,0.6206,0.6008,0.2451,0.6838,0.0632,0.2134,1.8063,0.17,6.3086,0.2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2936,475,163,4,10,1327,97,35,14,0,14,0,14,54,39,3,3,15.7,0.2,0.1,0.3,43.6,3.2,1.1,0.5,0,1.5,0,1.5,1.8,1.3,0.1,0.1
48,Texas,TX,48423,Smith,48423,"Smith County, Texas",921.4726892,230184,0,91122,198,77809,923,52554,2800,6024,904,19511,1189,19533,1402,37616,2065,38131,122,56410,71,29837,1690,4903,606,8707,877,93458,1209,6901,683,9944,865,2285,401,2978,493,5799,535,23.4,1.2,5.5,0.8,25.1,1.5,12.9,0.9,16.5,0.9,16.6,0.1,24.5,0,13.1,0.7,6.3,0.8,4.1,0.4,40.6,0.5,7.6,0.7,10.9,1,2.9,0.5,3.8,0.6,2.5,0.2,0.3755,0.5968,0.8063,0.2609,0.4466,2.4861,0.4941,0.4427,0.5731,0.2688,0.4545,0.5929,2.332,0.4427,0.4862,0.4862,0.4862,0.8577,0.3597,0.332,0.3281,0.6206,2.4981,0.498,7.8024,0.4941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243257,31050,3064,38885,760,45319,0,3715,268,629,181,185,34,4269,837,456,456,13.8,0,16.9,0.3,19.7,0,1.6,0.1,0.3,0.1,0.1,0.1,1.9,0.4,0.2,0.1
48,Texas,TX,48425,Somervell,48425,"Somervell County, Texas",186.3770304,8958,0,3851,40,3145,219,1879,524,195,124,659,216,512,183,1207,388,1714,80,1999,0,1236,290,263,178,59,95,1810,121,30,45,547,183,134,99,90,77,339,101,21.5,6,4.9,3,21,6.7,8.2,2.9,13.8,4.4,19.1,0.9,22.3,0,14.1,3.3,8.4,5.6,0.7,1.1,20.2,1.4,0.8,1.2,14.2,4.7,4.3,3.1,2.9,2.4,3.8,1.1,0.3162,0.4941,0.5375,0.0514,0.2095,1.6087,0.1739,0.6087,0.3083,0.3399,0.7431,0.0672,2.0672,0.2095,0.1028,0.1028,0.1028,0.2411,0.4862,0.6166,0.1858,0.7233,2.253,0.3518,6.0317,0.1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9465,816,395,103,77,1627,0,57,86,0,20,0,20,13,19,10,10,9.5,0.1,1.1,0.9,18.2,0,0.6,1,0,0.5,0,0.5,0.1,0.2,0.1,0.1
48,Texas,TX,48427,Starr,48427,"Starr County, Texas",1223.178563,64032,0,19865,53,16281,407,32134,1992,3488,681,3952,491,15119,781,21240,1368,7255,0,21074,0,10424,650,2463,345,14522,967,63413,341,255,108,1882,323,1662,300,1770,358,589,123,50.7,3.1,13.1,2.4,24.3,3,42.4,2.2,33.4,2.2,11.3,0,32.9,0,16.4,1,15.1,2.1,25.1,1.7,99,0.5,1.3,0.5,9.5,1.6,10.2,1.8,10.9,2.1,0.9,0.2,0.9881,0.9921,0.7628,0.9881,0.996,4.7271,1,0.0909,0.9763,0.5296,0.996,0.9881,3.5809,0.9605,1,1,1,0.3478,0.2688,0.9644,0.9842,0.2134,2.7786,0.6482,12.0866,0.9802,1,1,0,1,1,4,0,1,0,1,1,3,1,1,0,0,1,1,0,2,10,60395,18421,1736,26,38,63329,333,5,6,9,13,0,33,6,10,38,38,29,0.1,0,0.1,98.9,0.5,0,0.1,0,0.1,0,0.1,0,0.1,0.1,0.1
